,business_id,name,stars,review_count,attributes,categories,hours,LocationKey,X1
7667,S6qB5AjZs8bfjY8IPgWetg,Avenue Nails & Esthetics,3.0,6,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Nail Salons, Beauty & Spas","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",7668,7667.0
7672,KA-935Mc38FZQoh1fxhvJA,Lux Nails,4.0,5,,"Hair Removal, Waxing, Nail Salons, Beauty & Spas, Nail Technicians",,7673,7672.0
7674,TDBNnd86SaklUs45amgPQg,Studio Nails,2.0,7,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Beauty & Spas, Nail Salons","{'Monday': '0:0-0:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-18:0'}",7675,7674.0
7679,T6NfKzByV2YU5MytROJ7_w,Mr & salon,4.0,6,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BikeParking': 'False', 'GoodForKids': 'True'}","Hair Salons, Barbers, Beauty & Spas","{'Monday': '9:0-18:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '13:0-19:0'}",7680,7679.0
7690,1KropCGClofKgoBU5gUMZg,New York New York Accessories & Body Piercing,1.0,3,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Tattoo, Fashion, Beauty & Spas, Jewelry, Shopping, Piercing, Accessories","{'Monday': '12:0-19:0', 'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}",7691,7690.0
7692,qAlRrjdJ8Ni2A90K_EbCsQ,ko-chi massage,5.0,8,"{'AcceptsInsurance': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'True'}","Beauty & Spas, Massage, Massage Therapy, Health & Medical","{'Monday': '0:0-0:0', 'Tuesday': '8:30-18:30', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '9:0-15:30'}",7693,7692.0
7705,A24V_xEGNM8-f78YkWst4w,Beauty Now Hair Studio,4.0,9,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': False, 'curly': True, 'kids': True}"", 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'GoodForKids': 'True'}","Shopping, Nail Salons, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply","{'Monday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",7706,7705.0
7718,HyLX0WfqeZ4MiwwnFwW6mA,Ortensia Nail Salon & Spa,4.0,10,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Nail Salons, Beauty & Spas, Massage","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:30', 'Sunday': '11:0-18:0'}",7719,7718.0
7721,bg3fmqe2X8Uxlh5mHUjJCw,Beach Crew Salon,3.5,3,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}","Hair Salons, Barbers, Beauty & Spas",{'Monday': '10:0-19:0'},7722,7721.0
7723,AGLbnhGppqH7P8N6e02kZw,Ontario Science Centre,3.5,103,{'GoodForKids': 'True'},"Party & Event Planning, Event Planning & Services, Museums, Arts & Entertainment","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-17:0'}",7724,7723.0
7737,3zJdvcJldp8OTYfaQhy6Iw,Marc Anthony Salon,2.0,14,"{'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Hair Salons, Beauty & Spas","{'Tuesday': '9:0-20:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0'}",7738,7737.0
7740,4dg003aLBsFw0t0EdthwAQ,CrazyBee,3.5,3,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True'}","Hair Removal, Beauty & Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-22:0'}",7741,7740.0
7770,Opo26vel6llVtcM18kUrug,Shivaga Health and Wellness,5.0,10,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Beauty & Spas, Massage, Health & Medical, Massage Therapy, Medical Spas","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",7771,7770.0
7772,Ul6RfH5ZNdvK0IYskjNk9g,Beauty One Spa & Weightloss Centre,2.0,23,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'AcceptsInsurance': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'False'}","Cosmetics & Beauty Supply, Eyelash Service, Health & Medical, Beauty & Spas, Shopping, Weight Loss Centers","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}",7773,7772.0
7799,gWUIFWzzXSZHab1r7pbP2g,M·A·C Pro Bloor,4.0,13,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Makeup Artists, Cosmetics & Beauty Supply, Beauty & Spas, Shopping","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-18:0'}",7800,7799.0
7810,cnRFgWtbXvigrBSB5mm6-g,"Nicki Iskander, RMT",5.0,5,"{'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Massage Therapy, Health & Medical, Beauty & Spas, Massage","{'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-19:0'}",7811,7810.0
7825,fa2XQgfJDCzoshYzYl1zjA,Thompson Landry Gallery,3.5,3,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '4', 'BikeParking': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Arts & Entertainment, Art Galleries, Shopping","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-17:0'}",7826,7825.0
7827,iMEMdmtlnl6jIwkxMYsviA,Electrolysis Derma Care Clinic,2.5,3,,"Hair Removal, Beauty & Spas, Day Spas, Skin Care","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-16:0'}",7828,7827.0
7832,ztEHmXTrWAfpFOOFktKzSQ,United Talent Canada,1.0,7,,"Arts & Entertainment, Performing Arts, Professional Services, Employment Agencies",,7833,7832.0
7837,9g138EC5N5XcC10TV_9OWQ,Lionesse,1.0,10,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Cosmetics & Beauty Supply, Shopping",,7838,7837.0
7844,Q_e1E2pxWXelQbQp4Fvf8g,Grange Nail Bar,2.0,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}",7845,7844.0
7852,AdjTFD-f6ceJnQEB__6GTw,Heavens Garden Spa,2.5,3,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}","Beauty & Spas, Hair Salons","{'Monday': '10:30-18:0', 'Tuesday': '10:30-18:0', 'Wednesday': '10:30-18:0', 'Friday': '10:30-19:0', 'Saturday': '11:0-18:0'}",7853,7852.0
7878,m5-906eCawqIoQ9t4c_Rcg,Petals,4.0,37,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Nail Salons, Day Spas, Hair Removal, Beauty & Spas","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}",7879,7878.0
7884,8mtCZH56aZYl0mkAXBLSXg,Salon Serenity Hair & Esthetics,5.0,3,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True'}","Beauty & Spas, Hair Salons","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-18:0'}",7885,7884.0
7894,9FSnPeIIKpIxe7EUkd8JnA,Super One Hair Salon,3.0,12,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Shopping, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply","{'Monday': '0:0-0:0', 'Tuesday': '9:30-20:30', 'Wednesday': '9:30-20:30', 'Thursday': '9:30-20:30', 'Friday': '9:30-20:30', 'Saturday': '9:0-19:0', 'Sunday': '9:0-18:0'}",7895,7894.0
7903,vvfO1rFTvBr1_aXwnW6fxw,Francesca Salon & Spa,5.0,4,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Eyelash Service, Hair Salons, Hair Removal, Threading Services","{'Monday': '9:0-18:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}",7904,7903.0
7905,NoK0nLnZgvkkrCToUuRaQQ,Benefit Boutique Toronto - Uptown Yonge,4.5,13,"{'WiFi': ""u'free'"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2'}","Cosmetics & Beauty Supply, Eyebrow Services, Tanning, Shopping, Hair Removal, Beauty & Spas, Hair Salons, Makeup Artists","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",7906,7905.0
7906,fts-0WEbU0oFTFcLP74KRw,Loft404 Inspired Gatherings,4.0,7,,"Arts & Entertainment, Event Planning & Services, Venues & Event Spaces","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-3:0', 'Saturday': '9:0-3:0', 'Sunday': '9:0-23:0'}",7907,7906.0
7907,uA5e1dtb-t85dl52Ruc5wQ,Hair Sensation and Skin Care,5.0,3,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Hair Salons",,7908,7907.0
7910,GoQeQ8OvL1vadB__1hA8xg,Campbell House Museum,3.5,6,{'GoodForKids': 'False'},"Arts & Entertainment, Museums",,7911,7910.0
7912,HTgMtHHw8KWi1oGFkHlgcA,Kocata Salon & Spa,4.0,10,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}","Hair Salons, Day Spas, Beauty & Spas",,7913,7912.0
7924,S1rBpul1zq77d7_pj37ElQ,Topcuts,3.5,4,{'ByAppointmentOnly': 'False'},Beauty & Spas,,7925,7924.0
7931,J3wQ1xKHHAV19X99_zEtnw,Mint Laser Clinic & Skin Care,1.5,26,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True'}","Hair Removal, Laser Hair Removal, Skin Care, Beauty & Spas, Health & Medical",,7932,7931.0
7934,zw5Trj0Xoea-_XMoZVzevQ,Life Hair Studio,2.5,11,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': True, 'curly': True, 'kids': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'WiFi': ""u'free'""}","Hair Salons, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '9:0-22:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-18:0'}",7935,7934.0
7936,KHNdqWBYi8R32wHGD07B1A,TongTong Health Center,2.5,7,"{'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Massage Therapy, Health & Medical, Massage",,7937,7936.0
7937,oDFeAEntx99ucm8mOz5zlg,Platinum Tanning Studio,3.0,5,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Beauty & Spas, Tanning Beds, Skin Care, Tanning","{'Monday': '10:0-17:0', 'Tuesday': '11:0-16:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-16:0'}",7938,7937.0
7939,WITv_D1sozUnsFHK3yieyQ,Shopper's Drug Mart,2.5,5,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Drugstores, Shopping, Cosmetics & Beauty Supply","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",7940,7939.0
7940,od1sD3eyRuqeP_98MIQcIg,Eyebrowgenie,3.5,3,"{'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Makeup Artists, Tattoo, Eyelash Service","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '7:0-19:0'}",7941,7940.0
7943,i4VFBXkPMq70LHdBrt2teA,Victoria Nails & Spa,4.0,9,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Eyelash Service, Beauty & Spas, Nail Salons","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-17:0'}",7944,7943.0
7951,6rGE-CBKhUw50SkOTxjttg,Red Maple Massage Therapy,4.5,11,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Health & Medical, Massage, Beauty & Spas, Reflexology, Acupuncture","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",7952,7951.0
7955,yCayZI0n8YXqhjGlb607pQ,Myodetox - Davisville,4.5,3,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'AcceptsInsurance': 'True', 'BikeParking': 'True'}","Chiropractors, Physical Therapy, Naturopathic/Holistic, Beauty & Spas, Massage Therapy, Doctors, Massage, Acupuncture, Health & Medical","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '9:0-15:0'}",7956,7955.0
7973,M7pJNAwc453BL_6q6P-g7A,Blitz Facial Bar,4.5,15,"{'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': 'None'}","Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Estheticians, Skin Care","{'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",7974,7973.0
7985,XVuxeNIiX7eVTBb9cBirzw,L Studio Salon and Spa,4.0,6,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Skin Care, Hair Salons, Beauty & Spas, Day Spas, Hair Removal","{'Monday': '11:0-18:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-17:0'}",7986,7985.0
7990,j2Qxx9QSeqpmTOzLAE1nWA,Nails For You,1.0,8,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'False'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}",7991,7990.0
8023,3ulTGStZ7vEs1lWPrglZpg,Salon Riccardo,3.5,5,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '4'}","Hair Salons, Skin Care, Beauty & Spas","{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-16:30'}",8024,8023.0
8033,eFvckVjFsv7T3JnYWDIs8Q,Candy's Costume Shop,3.5,7,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Wigs, Beauty & Spas, Arts & Crafts, Shopping, Accessories, Fashion, Cosmetics & Beauty Supply, Costumes","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:0'}",8034,8033.0
8041,Guh-gFz1XCLf9ROFI4Be5w,Hair Artisans,4.5,20,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True'}","Hair Salons, Beauty & Spas","{'Tuesday': '8:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '10:0-17:0'}",8042,8041.0
8046,Se24vs7fl-VNJK0tOrJ4cQ,312 Optical Studio,5.0,12,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Optometrists, Eyewear & Opticians, Art Galleries, Shopping, Health & Medical, Arts & Entertainment","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",8047,8046.0
8053,m2_BlXR0dCdOgpfKTOTyYg,Smooth Wax Bar,4.0,19,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Hair Removal, Waxing, Day Spas, Beauty & Spas","{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-17:0'}",8054,8053.0
8058,YxFwTAqZkafofE8_sewpJA,Pretty In The City,4.5,3,"{'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Makeup Artists, Tattoo, Eyelash Service","{'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-17:0'}",8059,8058.0
8072,RjDYihUNmT4j_ylMifDXbg,Hand & Stone,3.5,7,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}","Beauty & Spas, Health & Medical, Massage, Skin Care, Massage Therapy, Day Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-18:0'}",8073,8072.0
8084,7th-mYrw5j0vhl0Y0zKQuQ,Frames N'graphics,3.5,3,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Professional Services, Art Galleries, Arts & Entertainment, Home & Garden, Arts & Crafts, Cards & Stationery, Framing, Event Planning & Services, Home Decor, Graphic Design, Flowers & Gifts, Shopping","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '10:30-18:0', 'Sunday': '12:0-18:0'}",8085,8084.0
8087,AIlIZSpeo5Q8nmzSl-rZHQ,Lewis Family Tattoo,4.0,3,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Tattoo, Beauty & Spas","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0'}",8088,8087.0
8091,DQsy5szZfVVxsfpbHI2_rg,George's Barber Shop,5.0,14,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Barbers","{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",8092,8091.0
8093,y9wfJ6J27TzZlDSh1RvYGg,Fancy Nails Spa,1.0,4,,"Beauty & Spas, Nail Salons",,8094,8093.0
8122,hZi1_4A16PQ_tJvEZkxsBQ,SWEA Toronto Christmas Market,3.0,4,{'GoodForKids': 'True'},"Festivals, Arts & Entertainment",,8123,8122.0
8134,Qplxmp2jCy5l951UcM1ovg,The Design Exchange,3.5,11,{'GoodForKids': 'True'},"Arts & Entertainment, Museums","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '12:0-16:30', 'Sunday': '12:0-16:30'}",8135,8134.0
