,business_id,name,stars,review_count,attributes,categories,hours,LocationKey,X1
16698,Xrdi4rrdWzVHVSNA96gTsQ,A+ Home Tutors For Less Toronto,3.5,3,,"Education, Tutoring Centers, Private Tutors, Special Education","{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}",16699,16698.0
16730,GMCw8xIB2FEiS1lPossgMg,Nannies on Call,5.0,9,,"Child Care & Day Care, Nanny Services, Employment Agencies, Professional Services, Local Services, Preschools, Education","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",16731,16730.0
16834,1DiYsP0Sxiv5w6OZeGGh_w,George Brown College,5.0,3,,"Education, Specialty Schools, Cooking Schools, Adult Education",,16835,16834.0
16920,3nlPMhz5YN5nzdUY2rBhdA,AMB Driving School,2.5,34,,"Education, Specialty Schools, Driving Schools","{'Monday': '15:0-19:30', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",16921,16920.0
17051,RLoGMJAAzyeRpXpO9O71kw,Jack of Sports,2.5,5,"{'WiFi': ""u'free'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Education, Active Life, Swimming Lessons/Schools, Summer Camps, Specialty Schools, Fitness & Instruction","{'Monday': '8:0-20:30', 'Tuesday': '8:0-20:30', 'Wednesday': '8:0-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-20:30'}",17052,17051.0
17181,SbrOzWx28QWzKdlL3nITdw,Clay With Me,2.5,3,"{'WiFi': ""u'paid'""}","Education, Art Classes","{'Monday': '15:30-18:30', 'Tuesday': '15:30-18:30', 'Wednesday': '15:30-21:0', 'Thursday': '15:30-18:30', 'Friday': '15:45-22:0', 'Saturday': '9:0-17:0'}",17182,17181.0
17258,yrJXp17aZHKXlmenbO7YRw,Little Tots' Manor,2.5,6,,"Education, Local Services, Elementary Schools, Child Care & Day Care, Preschools","{'Monday': '7:30-18:30', 'Tuesday': '7:30-18:30', 'Wednesday': '7:30-18:30', 'Thursday': '7:30-18:30', 'Friday': '7:30-18:30'}",17259,17258.0
17309,nhdzaNufQ5zuC3OTLUJ05A,Calphalon Culinary Center,4.0,6,,"Education, Specialty Schools, Cooking Schools","{'Monday': '10:0-18:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0'}",17310,17309.0
17768,aBnkx46A7tylQbAFLr1vvw,Future Skills High School,2.5,3,,"Elementary Schools, Colleges & Universities, Adult Education, Education, Middle Schools & High Schools, Tutoring Centers","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-15:0'}",17769,17768.0
17796,o8QjgMYbcjtWDDQ0ZKu7yA,Young Drivers of Canada,1.0,4,,"Driving Schools, Education, Specialty Schools",,17797,17796.0
17907,RGG5neIc_3YDCMsD5VebrQ,Just Be Cooking!,5.0,3,,"Specialty Schools, Education, Cooking Schools","{'Monday': '18:0-21:30', 'Tuesday': '18:0-21:30', 'Wednesday': '18:0-21:30', 'Thursday': '18:0-21:30', 'Friday': '18:0-21:30', 'Saturday': '18:0-21:30', 'Sunday': '18:0-21:30'}",17908,17907.0
18128,lcKC_DKBJn0dRBG-EIw6ug,Active Yoga Bikram Method,4.0,3,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Fitness & Instruction, Education, Specialty Schools, Trainers, Yoga","{'Monday': '19:0-21:0', 'Tuesday': '19:0-21:0', 'Wednesday': '20:0-21:30', 'Thursday': '20:0-22:0', 'Friday': '18:0-20:0', 'Saturday': '9:30-0:0', 'Sunday': '18:0-20:0'}",18129,18128.0
18232,WDNmfKhSWg_Qy4yuLRhBLw,Prepskills,1.0,4,,"Private Tutors, Educational Services, Test Preparation, Education","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0'}",18233,18232.0
18234,47sW-YEWe7zwSMq4ib5cyQ,Yogaspace,4.5,27,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Fitness & Instruction, Active Life, Yoga, Education, Specialty Schools","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-16:30', 'Sunday': '9:0-16:30'}",18235,18234.0
18403,1cbWbpnvNrcRtgru-cQqyA,University of Toronto Bookstore,2.5,13,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Books, Mags, Music & Video, Colleges & Universities, Bookstores, Shopping, Education","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-17:0'}",18404,18403.0
18405,MnTiNt5ZLCpBEXFfKXgCJQ,Rider Training Institute,3.0,6,"{'GoodForKids': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Education, Driving Schools, Specialty Schools","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",18406,18405.0
18485,bUO8dz-qFbjglu2dF_6-zw,Toronto BJJ,4.0,10,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Fitness & Instruction, Shopping, Active Life, Sporting Goods, Martial Arts, Education, Specialty Schools",,18486,18485.0
18697,HUXq_t0TO5NVaF_AsH_9Pw,Bumble Bees Nannies,4.5,3,,"Education, Employment Agencies, Local Services, Child Care & Day Care, Professional Services, Preschools","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-16:0'}",18698,18697.0
18789,cmDKKKqVfS2JB-CVOy6fow,Ryerson University Student Learning Centre,3.5,4,"{'WiFi': ""'free'""}","Libraries, Colleges & Universities, Public Services & Government, Education","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",18790,18789.0
18797,By6EWeG-Ldjt8GsGFSAYZg,Canada College of Education,2.5,3,"{'WiFi': ""u'free'""}","Language Schools, Specialty Schools, Private Tutors, Education","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-15:0'}",18798,18797.0
18846,EikX0Xz3U5dutKYBiieYqw,Dance Kids Canada,1.0,3,{'GoodForKids': 'False'},"Education, Summer Camps, Active Life, Specialty Schools, Dance Schools","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0'}",18847,18846.0
18863,yD0IHOcMKC5eiG2yXtPfkA,Good For Her,5.0,15,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Shopping, Adult, Education","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '14:0-18:0'}",18864,18863.0
18996,Kpk1wm96lLQV3gJWNumfbg,Your Wedding Dance,5.0,3,{'ByAppointmentOnly': 'True'},"Fitness & Instruction, Specialty Schools, Active Life, Event Planning & Services, Dance Schools, Education, Dance Studios","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '13:0-18:0'}",18997,18996.0
19084,vKXOGRgZax4t18afHSVQZg,Canadian Academy of Defensive Driving,1.0,4,,"Education, Driving Schools, Specialty Schools",,19085,19084.0
19203,UtdSGru5S3XRezzvQjaqcA,Kidz Kare,2.5,6,"{'WiFi': ""u'no'""}","Preschools, Child Care & Day Care, Local Services, Private Tutors, Education","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0'}",19204,19203.0
19275,flV7TIb5M0PFtnfcTDZy0g,Hansa Language Centre,3.0,3,,"Language Schools, Specialty Schools, Education","{'Monday': '8:30-22:0', 'Tuesday': '8:30-22:0', 'Wednesday': '8:30-22:0', 'Thursday': '8:30-22:0', 'Friday': '8:30-17:0', 'Saturday': '8:30-15:0'}",19276,19275.0
19377,3eaoxtEjMaARj7coWXGJRA,George Brown College,4.5,4,,"Colleges & Universities, Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",19378,19377.0
19564,zzYoocdehksv9_tg80a97w,Sew Be It Studio,3.0,3,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Fabric Stores, Arts & Crafts, Specialty Schools, Education, Shopping","{'Monday': '10:0-17:30', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-18:30'}",19565,19564.0
19644,9Jn1BlMAg6fum1HCOBZkFw,The Twelfth Fret,4.0,26,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '4', 'BikeParking': 'True'}","Education, Musical Instruments & Teachers, Specialty Schools, Shopping","{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-19:0', 'Saturday': '11:0-17:0'}",19645,19644.0
19702,wgS2ZwNOGIIjinSgPT-srg,All Wheels Driver Training,2.5,5,,"Specialty Schools, Driving Schools, Education","{'Monday': '13:30-18:0', 'Tuesday': '13:30-18:0', 'Wednesday': '13:30-18:0', 'Thursday': '13:30-18:0', 'Friday': '13:30-18:0', 'Saturday': '1:0-17:0', 'Sunday': '1:0-17:0'}",19703,19702.0
19706,Ggl0MHAOzG9-Y8uToiJg5g,BookMob.ca - Canada's Textbook Destination,1.0,3,,"Education, Educational Services, Colleges & Universities, Adult Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",19707,19706.0
19951,KrIt8-qeaIvub9KJ9vqlWg,Bikram Yoga Beaches,4.0,22,{'GoodForKids': 'False'},"Yoga, Fitness & Instruction, Active Life, Education, Specialty Schools","{'Monday': '9:0-19:30', 'Tuesday': '6:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '6:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",19952,19951.0
19987,ZjEI-Es9O0dyj-HVOLpyDg,Charles MacPherson Associates,3.5,3,,"Specialty Schools, Home Services, Property Management, Education, Real Estate, Vocational & Technical School, Employment Agencies, Adult Education, Professional Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",19988,19987.0
